,Short_Ticker,Name,Sector
34,BBMC,JPMorgan BetaBuilders U.S. Mid Cap Equity ETF,Small Cap Growth Equities
35,BBP,Virtus LifeSci Biotech Products ETF,Health & Biotech Equities
36,BBRE,JPMorgan BetaBuilders MSCI US REIT ETF,Real Estate
37,BBSA,JPMorgan BetaBuilders 1-5 Year U.S. Aggregate Bond ETF,Total Bond Market
38,BBSC,JPMorgan BetaBuilders U.S. Small Cap Equity ETF,
39,BBUS,JPMorgan BetaBuilders U.S. Equity ETF,Large Cap Growth Equities
40,BCD,Aberdeen Standard Bloomberg All Commodity Longer Dated Strategy K-1 Free ETF,Commodities
41,BCI,Aberdeen Standard Bloomberg All Commodity Strategy K-1 Free ETF,Commodities
42,BCM,iPath Pure Beta Broad Commodity ETN,Commodities
43,BDCX,ETRACS Quarterly Pay 1.5x Leveraged Wells Fargo BDC Index ETN,Leveraged Equities
44,BDCZ,ETRACS Wells Fargo Business Development Company Index ETN,Financials Equities
45,BDEC,Innovator S&P 500 Buffer ETF December Series,Large Cap Blend Equities
46,CACG,ClearBridge All Cap Growth ETF,Large Cap Growth Equities
47,CALF,Pacer US Small Cap Cash Cows 100 ETF,Small Cap Blend Equities
48,CANE,Teucrium Sugar,Agricultural Commodities
49,CAPE,Barclays ETN+ Shiller CAPE ETN,Global Equities
50,CARZ,First Trust NASDAQ Global Auto Index Fund,Consumer Discretionary Equities
51,CATH,Global X S&P 500 Catholic Values ETF,Large Cap Growth Equities
52,CBLS,Changebridge Capital Long/Short Equity ETF,Long-Short
53,CBON,VanEck Vectors ChinaAMC China Bond ETF,Emerging Markets Bonds
54,CBSE,Changebridge Capital Sustainable Equity ETF,All Cap Equities
55,CCON,Direxion Connected Consumer ETF,All Cap Equities
56,CCOR,Core Alternative ETF,Large Cap Growth Equities
57,CCRV,iShares Commodity Curve Carry Strategy ETF,Commodities
58,CDC,VictoryShares US EQ Income Enhanced Volatility Weighted ETF,Large Cap Value Equities
59,CDL,VictoryShares US Large Cap High Dividend Volatility Weighted ETF,Large Cap Value Equities
60,CEFA,Global X S&P Catholic Values Developed ex-U.S. ETF,Foreign Large Cap Equities
61,CEFD,ETRACS Monthly Pay 1.5x Leveraged Closed-End Fund Index ETN,Leveraged Multi-Asset
62,CEFS,Saba Closed-End Funds ETF,Diversified Portfolio
63,CEMB,iShares Emerging Markets Corporate Bond ETF,Corporate Bonds
64,CEW,WisdomTree Emerging Currency Fund,Currency
65,CEY,VictoryShares Emerging Market High Dividend Volatility Weighted ETF,Emerging Markets Equities
66,CFA,VictoryShares US 500 Volatility Weighted Index ETF,Large Cap Blend Equities
67,CFO,VictoryShares US 500 Enhanced Volatility Weighted ETF,Large Cap Blend Equities
68,CGW,Invesco S&P Global Water Index ETF,Water Equities
69,DALI,First Trust Dorsey Wright DALI 1 ETF,All Cap Equities
70,DALT,Anfield Capital Diversified Alternatives ETF,Diversified Portfolio
71,DAX,Global X DAX Germany ETF,Europe Equities
72,DBA,Invesco DB Agriculture Fund,Agricultural Commodities
73,DBAW,Xtrackers MSCI All World ex US Hedged Equity Fund,Foreign Large Cap Equities
74,DBB,Invesco DB Base Metals Fund,Metals
75,DBC,Invesco DB Commodity Index Tracking Fund,Commodities
76,DBE,Invesco DB Energy Fund,Oil & Gas
77,DBEF,Xtrackers MSCI EAFE Currency-Hedged Equity Fund,Hedge Fund
78,DBEH,iM DBi Hedge Strategy ETF,Long-Short
79,DBEM,Xtrackers MSCI Emerging Markets Currency-Hedged Equity Fund,Emerging Markets Equities
80,DBEU,Xtrackers MSCI Europe Hedged Equity Fund,Europe Equities
81,DBEZ,Xtrackers MSCI Eurozone Hedged Equity ETF,Europe Equities
82,DBGR,Xtrackers MSCI Germany Hedged Equity Fund,Europe Equities
83,DBJA,Innovator Double Stacker 9 Buffer ETF - January,
84,DBJP,Xtrackers MSCI Japan Currency-Hedged Equity Fund,Japan Equities
85,DBLV,AdvisorShares DoubleLine Value Equity ETF,Large Cap Blend Equities
86,DBMF,iM DBi Managed Futures Strategy ETF,Hedge Fund
87,DBO,Invesco DB Oil Fund,Oil & Gas
88,DBP,Invesco DB Precious Metals Fund,Precious Metals
89,DBS,Invesco DB Silver Fund,Precious Metals
90,DBV,Invesco DB G10 Currency Harvest Fund,Currency
91,EAGG,iShares ESG U.S. Aggregate Bond ETF,Total Bond Market
92,EAOA,iShares ESG Aware Aggressive Allocation ETF,Diversified Portfolio
93,EAOK,iShares ESG Aware Conservative Allocation ETF,Diversified Portfolio
94,EAOM,iShares ESG Aware Moderate Allocation ETF,Diversified Portfolio
95,EAOR,iShares ESG Aware Growth Allocation ETF,Diversified Portfolio
96,EASG,Xtrackers MSCI EAFE ESG Leaders Equity ETF,Foreign Large Cap Equities
97,EBIZ,Global X E-commerce ETF,Consumer Discretionary Equities
98,EBLU,Ecofin Global Water ESG Fund,Water Equities
99,EBND,SPDR Barclays Capital Emerging Markets Local Bond ETF,Emerging Markets Bonds
100,ECH,iShares MSCI Chile ETF,Foreign Large Cap Equities
101,ECLN,First Trust EIP Carbon Impact ETF,Utilities Equities
102,ECNS,iShares MSCI China Small-Cap ETF,Asia Pacific Equities
103,ECON,Columbia Emerging Markets Consumer ETF,Emerging Markets Equities
104,ECOW,Pacer Emerging Markets Cash Cows 100 ETF,Emerging Markets Equities
105,ECOZ,TrueMark ESG Active Opportunities ETF,Large Cap Growth Equities
106,EDC,Direxion Daily Emerging Markets Bull 3X Shares,Leveraged Equities
107,EDEN,iShares MSCI Denmark ETF,Europe Equities
108,EDIV,SPDR S&P Emerging Markets Dividend ETF,Emerging Markets Equities
109,EDOC,Global X Telemedicine & Digital Health ETF,Health & Biotech Equities
110,EDOG,ALPS Emerging Sector Dividend Dogs ETF,Emerging Markets Equities
111,EDOW,First Trust Dow 30 Equal Weight ETF,Large Cap Blend Equities
112,EDUT,Global X Education ETF,Global Equities
113,EDV,Vanguard Ext Duration Treasury ETF,Government Bonds
114,EDZ,Direxion Daily Emerging Markets Bear 3X Shares,Leveraged Equities
115,EEH,SPECTRUM U.S. ETN,Global Equities
116,FAAR,First Trust Alternative Absolute Return Strategy Fund,Commodities
117,FAB,First Trust Multi Cap Value AlphaDEX Fund,All Cap Equities
118,FAD,First Trust Multi Cap Growth AlphaDEX Fund,All Cap Equities
119,FALN,iShares U.S. Fallen Angels USD Bond ETF,High Yield Bonds
120,FAN,First Trust ISE Global Wind Energy Index Fund,Alternative Energy Equities
121,FAS,Direxion Daily Financial Bull 3X Shares,Leveraged Equities
122,FAZ,Direxion Daily Financial Bear 3X Shares,Leveraged Equities
123,FBCG,Fidelity Blue Chip Growth ETF,Large Cap Growth Equities
124,FBCV,Fidelity Blue Chip Value ETF,Large Cap Blend Equities
125,FBGX,UBS AG FI Enhanced Large Cap Growth ETN,Leveraged Equities
126,FBND,Fidelity Total Bond ETF,Total Bond Market
127,FBT,First Trust Amex Biotechnology Index,Health & Biotech Equities
128,FBZ,First Trust Brazil AlphaDEX Fund,Latin America Equities
129,FCA,First Trust China AlphaDEX Fund,China Equities
130,FCAL,First Trust California Municipal High Income ETF,California Munis
131,FCEF,First Trust CEF Income Opportunity ETF,Diversified Portfolio
132,FCG,First Trust ISE-Revere Natural Gas Index Fund,Energy Equities
133,FCOM,Fidelity MSCI Communication Services Index ETF,Large Cap Growth Equities
134,FCOR,Fidelity Corporate Bond ETF,Corporate Bonds
135,FCPI,Fidelity Stocks for Inflation ETF,All Cap Equities
136,FCTR,First Trust Lunt U.S. Factor Rotation ETF,Large Cap Growth Equities
137,FCVT,First Trust SSI Strategic Convertible Securities ETF,Preferred Stock/Convertible Bonds
138,FDD,First Trust STOXX European Select Dividend Index Fund,Europe Equities
139,GAA,Cambria Global Asset Allocation ETF,Diversified Portfolio
140,GAL,SPDR SSgA Global Allocation ETF,Diversified Portfolio
141,GAMR,ETFMG Video Game Tech ETF,Global Equities
142,GAZ,iPath Series B Bloomberg Natural Gas Subindex Total Return ETN,Oil & Gas
143,GBDV,Global Beta Smart Income ETF,Large Cap Value Equities
144,GBF,iShares Government/Credit Bond ETF,Total Bond Market
145,GBGR,Global Beta Momentum-Growth ETF,Large Cap Growth Equities
146,GBIL,Goldman Sachs Treasury Access 0-1 Year ETF,Government Bonds
147,GBLO,Global Beta Low Beta ETF,Large Cap Blend Equities
148,GBUG,iPath Gold ETN,Precious Metals
149,GCC,WisdomTree Enhanced Commodity Strategy Fund,Commodities
150,GCOR,Goldman Sachs Access U.S. Aggregate Bond ETF,Total Bond Market
151,GCOW,Pacer Global Cash Cows Dividend ETF,Large Cap Value Equities
152,GDMA,Gadsden Dynamic Multi-Asset ETF,Hedge Fund
153,GDX,VanEck Vectors Gold Miners ETF,Materials
154,GDXD,MicroSectors Gold Miners -3X Inverse Leveraged ETN,Inverse Equities
155,GDXJ,VanEck Vectors Junior Gold Miners ETF,Materials
156,GDXU,MicroSectors Gold Miners 3X Leveraged ETN,Leveraged Equities
157,GEM,Goldman Sachs ActiveBeta Emerging Markets Equity ETF,Emerging Markets Equities
158,GENY,Principal Millennials Index ETF,Large Cap Growth Equities
159,GERM,ETFMG Treatments Testing and Advancements ETF,All Cap Equities
160,GHYB,Goldman Sachs Access High Yield Corporate Bond ETF,High Yield Bonds
161,GHYG,iShares Global High Yield Corporate Bond ETF,High Yield Bonds
162,GIGB,Goldman Sachs Access Investment Grade Corporate Bond ETF,Corporate Bonds
163,HACK,ETFMG Prime Cyber Security ETF,Technology Equities
164,HAIL,SPDR S&P Smart Mobility ETF,Global Equities
165,HAP,VanEck Vectors Natural Resources ETF,Large Cap Blend Equities
166,HAUZ,Xtrackers International Real Estate ETF,Global Real Estate
167,HAWX,iShares Currency Hedged MSCI ACWI ex U.S. ETF,Foreign Large Cap Equities
168,HCRB,Hartford Core Bond ETF,Total Bond Market
169,HDAW,Xtrackers MSCI All World ex US High Dividend Yield Hedged Equity ETF,Foreign Large Cap Equities
170,HDEF,Xtrackers MSCI EAFE High Dividend Yield Hedged Equity ETF,Foreign Large Cap Equities
171,HDG,ProShares Hedge Replication,Long-Short
172,HDGE,AdvisorShares Ranger Equity Bear ETF,Inverse Equities
173,HDIV,QRAFT AI-Enhanced U.S. High Dividend ETF,Large Cap Growth Equities
174,HDLB,ETRACS Monthly Pay 2xLeveraged US High Dividend Low Volatility ETN Series B,Leveraged Equities
175,HDMV,First Trust Horizon Managed Volatility Developed International ETF,Foreign Large Cap Equities
176,HDV,iShares Core High Dividend ETF,Large Cap Value Equities
177,HEDJ,WisdomTree Europe Hedged Equity Fund,Europe Equities
178,HEEM,iShares Currency Hedged MSCI Emerging Markets ETF,Emerging Markets Equities
179,HEFA,iShares Currency Hedged MSCI EAFE ETF,Foreign Large Cap Equities
180,HERD,Pacer Cash Cows Fund of Funds ETF,Global Equities
181,HERO,Global X Video Games & Esports ETF,Large Cap Growth Equities
182,HEWC,iShares Currency Hedged MSCI Canada ETF,Global Equities
183,HEWG,iShares Currency Hedged MSCI Germany ETF,Europe Equities
184,IAGG,iShares Core International Aggregate Bond ETF,Total Bond Market
185,IAI,iShares US Broker-Dealers ETF,Financials Equities
186,IAK,iShares U.S. Insurance ETF,Financials Equities
187,IAT,iShares U.S. Regional Banks ETF,Financials Equities
188,IAU,iShares Gold Trust,Precious Metals
189,IAUF,iShares Gold Strategy ETF,Precious Metals
190,IBB,iShares Nasdaq Biotechnology ETF,Health & Biotech Equities
191,IBBJ,Defiance Nasdaq Junior Biotechnology ETF,Health & Biotech Equities
192,IBCE,iShares iBonds Mar 2023 Corporate ex-Financials ETF,Corporate Bonds
193,IBD,Inspire Corporate Bond Impact ETF,Corporate Bonds
194,IBDD,iShares iBonds Mar 2023 Corporate ETF,Corporate Bonds
195,IBDM,iShares iBonds Dec 2021 Corporate ETF,Corporate Bonds
196,IBDN,iShares iBonds Dec 2022 Corporate ETF,Corporate Bonds
197,IBDO,iShares iBonds Dec 2023 Corporate ETF,Corporate Bonds
198,IBDP,iShares iBonds Dec 2024 Corporate ETF,Corporate Bonds
199,IBDQ,iShares iBonds Dec 2025 Corporate ETF,Corporate Bonds
200,IBDR,iShares iBonds Dec 2026 Term Corporate ETF,Corporate Bonds
201,IBDS,iShares iBonds Dec 2027 Term Corporate ETF,Corporate Bonds
202,IBDT,iShares iBonds Dec 2028 Term Corporate ETF,Corporate Bonds
203,IBDU,iShares iBonds Dec 2029 Term Corporate ETF,Corporate Bonds
204,IBDV,iShares iBonds Dec 2030 Term Corporate ETF,Corporate Bonds
205,IBHA,iShares iBonds 2021 Term High Yield and Income ETF,High Yield Bonds
206,IBHB,iShares iBonds 2022 Term High Yield and Income ETF,High Yield Bonds
207,IBHC,iShares iBonds 2023 Term High Yield and Income ETF,High Yield Bonds
208,IBHD,iShares iBonds 2024 Term High Yield and Income ETF,High Yield Bonds
209,JAAA,Janus Henderson AAA CLO ETF,
210,JAGG,JPMorgan U.S. Aggregate Bond ETF,Total Bond Market
211,JCPB,JPMorgan Core Plus Bond ETF,Total Bond Market
212,JCTR,JPMorgan Carbon Transition U.S. Equity ETF,
213,JDIV,JPMorgan U.S. Dividend ETF,All Cap Equities
214,JDST,Direxion Daily Junior Gold Miners Index Bear 2X Shares,Leveraged Equities
215,JEPI,JPMorgan Equity Premium Income ETF,Large Cap Blend Equities
216,JETS,U.S. Global Jets ETF,Industrials Equities
217,JGLD,Amplify Pure Junior Gold Miners ETF,Materials
218,JHCS,John Hancock Multifactor Media and Communications ETF,Large Cap Growth Equities
219,JHEM,John Hancock Multifactor Emerging Markets ETF,Emerging Markets Equities
220,JHMA,John Hancock Multi-Factor Materials ETF,Materials
221,JHMC,John Hancock Multi-Factor Consumer Discretionary ETF,Consumer Discretionary Equities
222,JHMD,John Hancock Multifactor Developed International ETF,Foreign Large Cap Equities
223,JHME,John Hancock Multi-Factor Energy ETF,Energy Equities
224,JHMF,John Hancock Multi-Factor Financials ETF,Financials Equities
225,JHMH,John Hancock Multi-Factor Health Care ETF,Health & Biotech Equities
226,JHMI,John Hancock Multi-Factor Industrials ETF,Industrials Equities
227,JHML,John Hancock Multi-Factor Large Cap ETF,Large Cap Growth Equities
228,JHMM,John Hancock Multi-Factor Mid Cap ETF,Mid Cap Growth Equities
229,JHMS,John Hancock Multifactor Consumer Staples ETF,Consumer Staples Equities
230,JHMT,John Hancock Multi-Factor Technology ETF,Technology Equities
231,JHMU,John Hancock Multi-Factor Utilities ETF,Utilities Equities
232,KALL,KraneShares MSCI China All Shares Index ETF,China Equities
233,KAPR,Innovator Russell 2000 Power Buffer ETF April Series,Global Equities
234,KARS,KraneShares Electric Vehicles and Future Mobility Index ETF,Large Cap Blend Equities
235,KBA,KraneShares Bosera MSCI China A Share ETF,China Equities
236,KBE,SPDR S&P Bank ETF,Financials Equities
237,KBUY,KraneShares CICC China Consumer Leaders Index ETF,
238,KBWB,Invesco KBW Bank ETF,Financials Equities
239,KBWD,Invesco KBW High Dividend Yield Financial ETF,Financials Equities
240,KBWP,Invesco KBW Property & Casualty Insurance ETF,Financials Equities
241,KBWR,Invesco KBW Regional Banking ETF,Financials Equities
242,KBWY,Invesco KBW Premium Yield Equity REIT ETF,Real Estate
243,KCCB,KraneShares CCBS China Corporate High Yield Bond USD Index ETF,High Yield Bonds
244,KCE,SPDR S&P Capital Markets ETF,Financials Equities
245,KCNY,KraneShares E Fund China Commercial Paper ETF,Total Bond Market
246,KDFI,KFA Dynamic Fixed Income ETF,High Yield Bonds
247,KEMQ,KraneShares Emerging Markets Consumer Technology ETF,Emerging Markets Equities
248,KEMX,KraneShares MSCI Emerging Markets ex China Index ETF,Foreign Large Cap Equities
249,KESG,KraneShares MSCI China ESG Leaders ETF,Foreign Large Cap Equities
250,KFVG,KraneShares CICC China 5G & Semiconductor Index ETF,
251,KFYP,KraneShares CSI China Five Year Plan ETF,China Equities
252,KGRN,KraneShares MSCI China Clean Technology Index ETF,China Equities
253,KIE,SPDR S&P Insurance ETF,Financials Equities
254,KJAN,Innovator Russell 2000 Power Buffer ETF January Series,Global Equities
255,LABD,Direxion Daily S&P Biotech Bear 3x Shares,Leveraged Equities
256,LABU,Direxion Daily S&P Biotech Bull 3x Shares,Leveraged Equities
257,LBAY,Leatherback Long/Short Alternative Yield ETF,
258,LBJ,Direxion Daily Latin America 3x Bull Shares,Leveraged Equities
259,LCR,Leuthold Core ETF,Diversified Portfolio
260,LD,iPath Dow Jones-UBS Lead ETN,Metals
261,LDEM,iShares ESG MSCI EM Leaders ETF,Emerging Markets Equities
262,LDRS,Innovator IBD ETF Leaders ETF,Diversified Portfolio
263,LDSF,First Trust Low Duration Strategic Focus ETF,Money Market
264,LDUR,PIMCO Low Duration ETF,Total Bond Market
265,LEAD,Reality Shares DIVCON Leaders Dividend ETF,Large Cap Growth Equities
266,LEGR,First Trust Indxx Innovative Transaction & Process ETF,Large Cap Blend Equities
267,LEMB,iShares Emerging Markets Local Currency Bond ETF,Emerging Markets Bonds
268,LEND,Amplify CrowdBureau Online Lending and Digital Banking ETF,Financials Equities
269,LFEQ,VanEck Vectors NDR CMG Long/Flat Allocation ETF,Large Cap Growth Equities
270,LGH,HCM Defender 500 Index ETF,Large Cap Blend Equities
271,LGLV,SPDR SSGA US Large Cap Low Volatility Index ETF,Volatility Hedged Equity
272,LGOV,First Trust Long Duration Opportunities ETF,Mortgage Backed Securities
273,LIT,Global X Lithium ETF,Commodity Producers Equities
274,LKOR,FlexShares Credit-Scored U.S. Long Corporate Bond Index Fund,Corporate Bonds
275,LMBS,First Trust Low Duration Mortgage Opportunities ETF,Mortgage Backed Securities
276,LNGR,Global X Longevity Thematic ETF,Health & Biotech Equities
277,LOUP,Innovator Loup Frontier Tech ETF,Global Equities
278,MAAX,VanEck Vectors Municipal Allocation ETF,National Munis
279,MAGA,Point Bridge GOP Stock Tracker ETF,Large Cap Blend Equities
280,MARB,First Trust Merger Arbitrage ETF,Long-Short
281,MBB,iShares MBS Bond ETF,Mortgage Backed Securities
282,MBSD,FlexShares Disciplined Duration MBS Index Fund,Mortgage Backed Securities
283,MCEF,First Trust Municipal CEF Income Opportunity ETF,Total Bond Market
284,MCHI,iShares MSCI China ETF,China Equities
285,MCRO,IQ Hedge Macro Tracker ETF,Global Equities
286,MDIV,First Trust Multi-Asset Diversified Income Index Fund,Diversified Portfolio
287,MDY,SPDR S&P MidCap 400 ETF,Small Cap Growth Equities
288,MDYG,SPDR S&P 400 Mid Cap Growth ETF,Mid Cap Growth Equities
289,MDYV,SPDR S&P 400 Mid Cap Value ETF,Mid Cap Value Equities
290,MEAR,iShares Short Maturity Municipal Bond ETF,National Munis
291,MEXX,Direxion Daily MSCI Mexico Bull 3X Shares,Leveraged Equities
292,MFDX,PIMCO RAFI Dynamic Multi-Factor International Equity ETF,Foreign Large Cap Equities
293,MFEM,PIMCO RAFI Dynamic Multi-Factor Emerging Market Equity ETF,Emerging Markets Equities
294,MFUS,PIMCO RAFI Dynamic Multi-Factor U.S. Equity ETF,Large Cap Growth Equities
295,MGC,Vanguard Mega Cap ETF,Large Cap Growth Equities
296,MGK,Vanguard Mega Cap Growth ETF,Large Cap Growth Equities
297,NACP,Impact Shares NAACP Minority Empowerment ETF,Large Cap Growth Equities
298,NAIL,Direxion Daily Homebuilders & Supplies Bull 3X Shares,Leveraged Equities
299,NANR,SPDR S&P North American Natural Resources ETF,Commodity Producers Equities
300,NEAR,iShares Short Maturity Bond ETF,Total Bond Market
301,NERD,Roundhill BITKRAFT Esports & Digital Entertainment ETF,Global Equities
302,NETL,NETLease Corporate Real Estate ETF,Real Estate
303,NFLT,Newfleet Multi-Sector Unconstrained Bond ETF,Total Bond Market
304,NFRA,FlexShares STOXX Global Broad Infrastructure Index Fund,Utilities Equities
305,NFTY,First Trust India NIFTY 50 Equal Weight ETF,Asia Pacific Equities
306,NGE,Global X MSCI Nigeria ETF,Emerging Markets Equities
307,NIB,iPath Dow Jones-UBS Cocoa ETN,Agricultural Commodities
308,NIFE,Direxion Fallen Knives ETF,Small Cap Blend Equities
309,NJAN,Innovator Nasdaq-100 Power Buffer ETF January Series,Global Equities
310,NLR,VanEck Vectors Uranium+Nuclear Energy ETF,Alternative Energy Equities
311,NOBL,ProShares S&P 500 Aristocrats,Large Cap Blend Equities
312,NOCT,Innovator Nasdaq-100 Power Buffer ETF October Series,Global Equities
313,NORW,Global X MSCI Norway ETF,Europe Equities
314,NRGD,MicroSectors U.S. Big Oil Index -3X Inverse Leveraged ETN,Leveraged Equities
315,NRGU,MicroSectors U.S. Big Oil Index 3X Leveraged ETN,Leveraged Equities
316,NTSX,WisdomTree 90/60 U.S. Balanced Fund,
317,NUAG,Nuveen Enhanced Yield U.S. Aggregate Bond ETF,Total Bond Market
318,NUBD,Nuveen ESG U.S. Aggregate Bond ETF,Total Bond Market
319,NUDM,Nuveen ESG International Developed Markets Equity ETF,Foreign Large Cap Equities
320,OBOR,KraneShares MSCI One Belt One Road ETF,Emerging Markets Equities
321,OCIO,ClearShares OCIO ETF,Diversified Portfolio
322,OEF,iShares S&P 100 ETF,Large Cap Growth Equities
323,OEUR,O'Shares FTSE Europe Quality Dividend ETF,Europe Equities
324,OGIG,O’Shares Global Internet Giants ETF,Large Cap Growth Equities
325,OIH,VanEck Vectors Oil Services ETF,Energy Equities
326,OIL,iPath Pure Beta Crude Oil ETN,Oil & Gas
327,OILK,ProShares K-1 Free Crude Oil Strategy ETF,Oil & Gas
328,OLD,The Long-Term Care ETF,Global Real Estate
329,OMFL,Invesco Russell 1000 Dynamic Multifactor ETF,Large Cap Blend Equities
330,OMFS,Invesco Russell 2000 Dynamic Multifactor ETF,Small Cap Value Equities
331,ONEO,SPDR Russell 1000 Momentum Focus ETF,All Cap Equities
332,ONEQ,Fidelity NASDAQ Composite Index Track,Large Cap Growth Equities
333,ONEV,SPDR Russell 1000 Low Volatility Focus ETF,Volatility Hedged Equity
334,ONEY,SPDR Russell 1000 Yield Focus ETF,All Cap Equities
335,ONLN,ProShares Online Retail ETF,Consumer Discretionary Equities
336,OPER,ClearShares OPER ETF,Total Bond Market
337,OSCV,Opus Small Cap Value Plus ETF,Small Cap Growth Equities
338,OUNZ,Van Eck Merk Gold Trust,Precious Metals
339,OUSA,O'shares FTSE US Quality Dividend ETF,Large Cap Growth Equities
340,OUSM,O’Shares FTSE US Small Cap Quality Dividend ETF,Small Cap Blend Equities
341,OVB,Overlay Shares Core Bond ETF,Total Bond Market
342,PAK,Global X MSCI Pakistan ETF,Asia Pacific Equities
343,PALC,Pacer Lunt Large Cap Multi-Factor Alternator ETF,Large Cap Growth Equities
344,PALL,Aberdeen Standard Physical Palladium Shares ETF,Precious Metals
345,PAMC,Pacer Lunt MidCap Multi-Factor Alternator ETF,Mid Cap Growth Equities
346,PAPR,Innovator S&P 500 Power Buffer ETF,
347,PAUG,Innovator S&P 500 Power Buffer ETF,Large Cap Blend Equities
348,PAVE,Global X US Infrastructure Development ETF,Utilities Equities
349,PAWZ,ProShares Pet Care ETF,Global Equities
350,PBD,Invesco Global Clean Energy ETF,Alternative Energy Equities
351,PBDM,Invesco PureBetaSM FTSE Developed ex-North America ETF,Foreign Large Cap Equities
352,PBE,Invesco Dynamic Biotechnology & Genome ETF,Health & Biotech Equities
353,PBEE,Invesco PureBetaSM FTSE Emerging Markets ETF,Emerging Markets Equities
354,PBJ,Invesco Dynamic Food & Beverage ETF,Consumer Staples Equities
355,PBND,Invesco PureBetaSM US Aggregate Bond ETF,Total Bond Market
356,PBP,Invesco S&P 500 BuyWrite ETF,Large Cap Blend Equities
357,PBS,Invesco Dynamic Media ETF,All Cap Equities
358,PBSM,Invesco PureBetaSM MSCI USA Small Cap ETF,Small Cap Growth Equities
359,PBTP,Invesco PureBetaSM 0-5 Yr US TIPS ETF,Inflation-Protected Bonds
360,PBUS,Invesco PureBetaSM MSCI USA ETF,Large Cap Growth Equities
361,PBW,Invesco WilderHill Clean Energy ETF,Small Cap Growth Equities
362,PCEF,Invesco CEF Income Composite ETF,Total Bond Market
363,PCY,Invesco Emerging Markets Sovereign Debt ETF,Emerging Markets Bonds
364,PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ETF,Commodities
365,PDEC,Innovator S&P 500 Power Buffer ETF December Series,Large Cap Blend Equities
366,PDEV,Principal International Multi-Factor Core Index ETF,Foreign Large Cap Equities
367,QABA,First Trust NASDAQ ABA Community Bank Index,Financials Equities
368,QAI,IQ Hedge Multi-Strategy Tracker ETF,Long-Short
369,QARP,Xtrackers Russell 1000 US Quality at a Reasonable Price ETF,Large Cap Growth Equities
370,QAT,iShares MSCI Qatar ETF,Emerging Markets Equities
371,QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,Alternative Energy Equities
372,QDEF,FlexShares Quality Dividend Defensive Index Fund,All Cap Equities
373,QDF,FlexShares Quality Dividend Index Fund,All Cap Equities
374,QDIV,Global X S&P 500 Quality Dividend ETF,Large Cap Blend Equities
375,QDYN,FlexShares Quality Dividend Dynamic Index Fund,All Cap Equities
376,QED,IQ Hedge Event-Driven Tracker ETF,Hedge Fund
377,QEFA,SPDR MSCI EAFE StrategicFactors ETF,Foreign Large Cap Equities
378,QEMM,SPDR MSCI Emerging Markets StrategicFactors ETF,Emerging Markets Equities
