Symbol,Name,Sector
HQI,HireQuest Inc. Common Stock (DE),Technology
HQL,TeklaLife Sciences Investors Common Stock,
HQY,HealthEquity Inc. Common Stock,Miscellaneous
HR,Healthcare Realty Trust Incorporated Common Stock,Consumer Services
HRB,H&R Block Inc. Common Stock,Consumer Services
HRC,Hill-Rom Holdings Inc Common Stock,Health Care
HRI,Herc Holdings Inc. Common Stock ,
HRL,Hormel Foods Corporation Common Stock,Consumer Non-Durables
HRMY,Harmony Biosciences Holdings Inc. Common Stock,Health Care
HROW,Harrow Health Inc. Common Stock,Health Care
HRTG,Heritage Insurance Holdings Inc. Common Stock,Finance
HRTX,Heron Therapeutics Inc. Common Stock,Health Care
HRZN,Horizon Technology Finance Corporation Common Stock,
HSAQ,Health Sciences Acquisitions Corporation 2 Ordinary Shares,Finance
HSBC,HSBC Holdings plc. Common Stock,Finance
HSC,Harsco Corporation Common Stock,Consumer Services
HSDT,Helius Medical Technologies Inc. Class A Common Stock (DE),Health Care
HSIC,Henry Schein Inc. Common Stock,Health Care
HSII,Heidrick & Struggles International Inc. Common Stock,Technology
HSKA,Heska Corporation Common Stock,Health Care
HSON,Hudson Global Inc. Common Stock,Technology
HST,Host Hotels & Resorts Inc. Common Stock,Consumer Services
HSTM,HealthStream Inc. Common Stock,Technology
HSTO,Histogen Inc. Common Stock,Health Care
HSY,The Hershey Company Common Stock,Consumer Non-Durables
HT,Hersha Hospitality Trust Class A Common Shares of Beneficial Interest,Consumer Services
HT^C,Hersha Hospitality Trust 6.875% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest,
HT^D,Hersha Hospitality Trust 6.50% Series D Cumulative Redeemable Preferred Shares of Beneficial Interest $0.01 par value per share,
HT^E,Hersha Hospitality Trust 6.50% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest,
HTA,Healthcare Trust of America Inc. Class A Common Stock,Consumer Services
HTBI,HomeTrust Bancshares Inc. Common Stock,Finance
HTBK,Heritage Commerce Corp Common Stock,Finance
HTBX,Heat Biologics Inc. Common Stock,Health Care
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,
HTFA,Horizon Technology Finance Corporation 6.25% Notes due 2022,
HTGC,Hercules Capital Inc. Common Stock,
HTGM,HTG Molecular Diagnostics Inc. Common Stock,Capital Goods
HTH,Hilltop Holdings Inc.,Finance
HTHT,Huazhu Group Limited American Depositary Shares,Consumer Services
HTIA,Healthcare Trust Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,Consumer Services
HTLD,Heartland Express Inc. Common Stock,Transportation
HTLF,Heartland Financial USA Inc. Common Stock,Finance
HTLFP,Heartland Financial USA Inc. Depositary Shares each representing a 1/400th ownership interest in a share of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,Finance
HTOO,Fusion Fuel Green PLC Class A Ordinary Shares,Public Utilities
HTOOW,Fusion Fuel Green PLC Warrant,Public Utilities
HTPA,Highland Transcend Partners I Corp. Class A Ordinary Shares,Finance
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund Common Shares of Beneficial Interest,
HUBB,Hubbell Inc Common Stock,Capital Goods
HUBG,Hub Group Inc. Class A Common Stock,Transportation
HUBS,HubSpot Inc. Common Stock,Technology
HUDI,Huadi International Group Co. Ltd. Ordinary Shares,Basic Industries
HUGE,FSD Pharma Inc. Class B Subordinate Voting Shares,Health Care
HUIZ,Huize Holding Limited American Depositary Shares,Finance
HUM,Humana Inc. Common Stock,Health Care
HUN,Huntsman Corporation Common Stock,Basic Industries
HURC,Hurco Companies Inc. Common Stock,Capital Goods
HURN,Huron Consulting Group Inc. Common Stock,Consumer Services
HUSA,Houston American Energy Corporation Common Stock,Energy
HUSN,Hudson Capital Inc. Ordinary Shares,Consumer Services
HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share,Technology
HVBC,HV Bancorp Inc. Common Stock,Finance
HVT,Haverty Furniture Companies Inc. Common Stock,Consumer Services
HVT/A,Haverty Furniture Companies Inc.,
HWBK,Hawthorn Bancshares Inc. Common Stock,Finance
HWC,Hancock Whitney Corporation Common Stock,Finance
HWCC,Houston Wire & Cable Company Common Stock,Consumer Non-Durables
HWCPL,Hancock Whitney Corporation 5.95% Subordinated Notes due 2045,Finance
HWCPZ,Hancock Whitney Corporation 6.25% Subordinated Notes due 2060,Finance
HWKN,Hawkins Inc. Common Stock,Consumer Durables
HWM,Howmet Aerospace Inc. Common Stock,Capital Goods
HWM^,Howmet Aerospace Inc. $3.75 Preferred Stock,
HX,Xiaobai Maimai Inc. ADR,Finance
HXL,Hexcel Corporation Common Stock,Basic Industries
HY,Hyster-Yale Materials Handling Inc. Class A Common Stock,Capital Goods
HYACU,Haymaker Acquisition Corp. III Unit,Finance
HYB,New America High Income Fund Inc. (The) Common Stock,
HYFM,Hydrofarm Holdings Group Inc. Common Stock,Consumer Durables
HYI,Western Asset High Yield Defined Opportunity Fund Inc. Common Stock,
HYLN,Hyliion Holdings Corp. Class A Common Stock,Capital Goods
HYMC,Hycroft Mining Holding Corporation Class A Common Stock,Basic Industries
HYMCL,Hycroft Mining Holding Corporation Warrants,Basic Industries
HYMCW,Hycroft Mining Holding Corporation  Warrant,Basic Industries
HYMCZ,Hycroft Mining Holding Corporation Warrant,Basic Industries
HYMU,BlackRock High Yield Muni Income Bond ETF,
HYRE,HyreCar Inc. Common Stock,Consumer Services
HYT,Blackrock Corporate High Yield Fund Inc. Common Stock,
HZAC,Horizon Acquisition Corporation Class A Ordinary Shares,Finance
HZN,Horizon Global Corporation Common Shares,Capital Goods
HZNP,Horizon Therapeutics Public Limited Company Ordinary Shares,Health Care
HZO,MarineMax Inc.  (FL) Common Stock,Consumer Services
HZON,Horizon Acquisition Corporation II Class A Ordinary Shares,Finance
IAA,IAA Inc. Common Stock ,Consumer Durables
IAC,IAC/InterActiveCorp Common Stock,Consumer Services
IACA,ION Acquisition Corp 1 Ltd. Class A Ordinary Shares,Finance
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,
IAF,Aberdeen Australia Equity Fund Inc Common Stock,
IAG,Iamgold Corporation Ordinary Shares,Basic Industries
IART,Integra LifeSciences Holdings Corporation Common Stock,Health Care
IBA,Industrias Bachoco S.A.B. de C.V. Common Stock,Consumer Non-Durables
IBCP,Independent Bank Corporation Common Stock,Finance
IBEX,IBEX Limited Common Shares,Technology
IBHF,iShares iBonds 2026 Term High Yield and Income ETF,
IBIO,iBio Inc. Common Stock,Health Care
IBKR,Interactive Brokers Group Inc. Class A Common Stock,Finance
IBM,International Business Machines Corporation Common Stock,Technology
IBN,ICICI Bank Limited Common Stock,Finance
IBOC,International Bancshares Corporation Common Stock,Finance
IBP,Installed Building Products Inc. Common Stock,Basic Industries
IBRX,ImmunityBio Inc. Common Stock,Health Care
IBTX,Independent Bank Group Inc Common Stock,Finance
ICAD,iCAD Inc. Common Stock,Health Care
ICBK,County Bancorp Inc. Common Stock,Finance
ICCC,ImmuCell Corporation Common Stock,Health Care
ICCH,ICC Holdings Inc. Common Stock,Finance
ICD,Independence Contract Drilling Inc. Common Stock,Energy
ICE,Intercontinental Exchange Inc. Common Stock,Finance
ICFI,ICF International Inc. Common Stock,Consumer Services
ICHR,Ichor Holdings Ordinary Shares,Technology
ICL,ICL Group Ltd. Ordinary Shares,Basic Industries
ICLK,iClick Interactive Asia Group Limited American Depositary Shares,Technology
ICLR,ICON plc Ordinary Shares,Health Care
ICMB,Investcorp Credit Management BDC Inc. Common Stock,
ICON,Iconix Brand Group Inc. Common Stock,Consumer Non-Durables
ICPT,Intercept Pharmaceuticals Inc. Common Stock,Health Care
ICUI,ICU Medical Inc. Common Stock,Health Care
ID,PARTS iD Inc. Class A Common Stock,Technology
IDA,IDACORP Inc. Common Stock,Public Utilities
IDBA,IDEX Biometrics ASA American Depositary Shares,Technology
IDCC,InterDigital Inc. Common Stock,Miscellaneous
IDE,Voya Infrastructure Industrials and Materials Fund Common Shares of Beneficial Interest,
IDEX,Ideanomics Inc. Common Stock,Capital Goods
IDN,Intellicheck Inc. Common Stock,Technology
IDRA,Idera Pharmaceuticals Inc. Common Stock,Health Care
IDT,IDT Corporation Class B Common Stock,Public Utilities
IDXX,IDEXX Laboratories Inc. Common Stock,Health Care
IDYA,IDEAYA Biosciences Inc. Common Stock,Health Care
IEA,Infrastructure and Energy Alternatives Inc. Common Stock,Finance
IEAWW,Infrastructure and Energy Alternatives Inc. Warrant,Finance
IEC,IEC Electronics Corp. Common Stock,Technology
IEP,Icahn Enterprises L.P. Common Stock,Capital Goods
IESC,IES Holdings Inc. Common Stock,Capital Goods
IEX,IDEX Corporation Common Stock,Capital Goods
IFF,Internationa Flavors & Fragrances Inc. Common Stock,Basic Industries
IFFT,International Flavors & Fragrances Inc. 6.00% Tangible Equity Units,Basic Industries
IFMK,iFresh Inc. Common Stock,Consumer Services
IFN,India Fund Inc. (The) Common Stock,
IFRX,InflaRx N.V. Common Stock,
IFS,Intercorp Financial Services Inc. Common Shares,Finance
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,
IGAC,IG Acquisition Corp. Class A Common Stock,Finance
IGACU,IG Acquisition Corp. Unit,Finance
IGACW,IG Acquisition Corp. Warrant,Finance
IGC,India Globalization Capital Inc. Common Stock,Technology
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock,
IGIC,International General Insurance Holdings Ltd. Ordinary Share,Finance
IGICW,International General Insurance Holdings Ltd. Warrants expiring 03/17/2025,Finance
IGLD,FT Cboe Vest Gold Strategy Target Income ETF,
IGMS,IGM Biosciences Inc. Common Stock,Health Care
IGNY,Ignyte Acquisition Corp. Common Stock,Finance
IGNYU,Ignyte Acquisition Corp. Unit,Finance
IGNYW,Ignyte Acquisition Corp. Warrant,Finance
IGR,CBRE Clarion Global Real Estate Income Fund Common Stock,
IGT,International Game Technology Ordinary Shares,Consumer Services
IH,iHuman Inc. American depositary shares each representing five Class A ordinary shares,Consumer Services
IHC,Independence Holding Company Common Stock,Finance
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),Consumer Services
IHIT,Invesco High Income 2023 Target Term Fund Common Shares of Beneficial Interest,
IHRT,iHeartMedia Inc. Class A Common Stock,Consumer Services
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,Consumer Services
IHTA,Invesco High Income 2024 Target Term Fund Common Shares of Beneficial Interest No par value per share,
IIAC,Investindustrial Acquisition Corp. Class A Ordinary Shares,Finance
IID,Voya International High Dividend Equity Income Fund Common Shares of Beneficial Interest,
IIF,Morgan Stanley India Investment Fund Inc. Common Stock,
III,Information Services Group Inc. Information Services Group Inc. Common Stock,Consumer Services
IIII,INSU Acquisition Corp. III Class A Common Stock,Finance
IIIIU,INSU Acquisition Corp. III Unit,Finance
IIIIW,INSU Acquisition Corp. III Warrant,Finance
IIIN,Insteel Industries Inc. Common Stock,Capital Goods
IIIV,i3 Verticals Inc. Class A Common Stock,Miscellaneous
IIM,Invesco Value Municipal Income Trust Common Stock,
IIN,Intricon Corporation Common Stock,Capital Goods
IIPR,Innovative Industrial Properties Inc. Common Stock,Finance
IIPR^A,Innovative Industrial Properties Inc. 9.00% Series A Cumulative Redeemable Preferred Stock,
IIVI,II-VI Incorporated Common Stock,Capital Goods
IIVIP,II-VI Incorporated 6.00% Series A Mandatory Convertible Preferred Stock,Capital Goods
IKNX,Ikonics Corporation,Miscellaneous
IKT,Inhibikase Therapeutics Inc. Common Stock,Health Care
ILMN,Illumina Inc. Common Stock,Capital Goods
ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest,Consumer Services
IMAB,I-MAB American Depositary Shares,Health Care
IMAC,IMAC Holdings Inc. Common Stock,Health Care
IMACW,IMAC Holdings Inc. Warrant,Health Care
IMAX,Imax Corporation Common Stock,Miscellaneous
IMBI,iMedia Brands Inc. Class A Common Stock,Consumer Services
IMCC,IM Cannabis Corp. Common Shares,Consumer Durables
IMCR,Immunocore Holdings plc American Depositary Shares,Health Care
IMFL,Invesco International Developed Dynamic Multifactor ETF,
IMGN,ImmunoGen Inc. Common Stock,Health Care
IMH,Impac Mortgage Holdings Inc. Common Stock ,Consumer Services
IMKTA,Ingles Markets Incorporated Class A Common Stock,Consumer Services
IMMP,Immutep Limited American Depositary Shares,Health Care
IMMR,Immersion Corporation Common Stock,Technology
IMNM,Immunome Inc. Common Stock,Health Care
IMO,Imperial Oil Limited Common Stock,Energy
IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares,Technology
IMPX,AEA-Bridges Impact Corp. Class A Ordinary Shares,Finance
IMRA,IMARA Inc. Common Stock,Health Care
IMRN,Immuron Limited American Depositary Shares,Health Care
IMRNW,Immuron Limited Warrants,Health Care
IMTE,Integrated Media Technology Limited Ordinary Shares,Consumer Non-Durables
IMTX,Immatics N.V. Ordinary Shares,Health Care
IMTXW,Immatics N.V. Warrants,Health Care
IMUX,Immunic Inc. Common Stock,Health Care
IMV,IMV Inc. Common Shares,Health Care
IMVT,Immunovant Inc. Common Stock,Health Care
IMXI,International Money Express Inc. Common Stock,Miscellaneous
INBK,First Internet Bancorp Common Stock,Finance
INBKL,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes due 2026,Finance
INBKZ,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029,Finance
INBX,Inhibrx Inc. Common Stock,Health Care
INCY,Incyte Corp. Common Stock,Health Care
INDB,Independent Bank Corp. Common Stock,Finance
INDO,Indonesia Energy Corporation Limited Ordinary Shares,Energy
INDT,INDUS Realty Trust Inc. (MD) Common Stock,Finance
INFI,Infinity Pharmaceuticals Inc. Common Stock,Health Care
INFN,Infinera Corporation Common Stock,Public Utilities
INFO,IHS Markit Ltd. Common Shares,Technology
INFU,InfuSystems Holdings Inc. Common Stock,Health Care
INFY,Infosys Limited American Depositary Shares,Technology
ING,ING Group N.V. Common Stock,Finance
INGN,Inogen Inc Common Stock,Health Care
INGR,Ingredion Incorporated Common Stock,Consumer Non-Durables
INKA,KludeIn I Acquisition Corp. Class A Common Stock,Finance
INKAU,KludeIn I Acquisition Corp. Unit,Finance
INKAW,KludeIn I Acquisition Corp. Warrant,Finance
INM,InMed Pharmaceuticals Inc. Common Shares,Health Care
INMB,INmune Bio Inc. Common stock,Health Care
INMD,InMode Ltd. Ordinary Shares,Health Care
INN,Summit Hotel Properties Inc. Common Stock,Consumer Services
INN^D,Summit Hotel Properties Inc. 6.45% Series D Cumulative Redeemable Preferred Stock,
INN^E,Summit Hotel Properties Inc. 6.250% Series E Cumulative Redeemable Preferred Stock,
INNV,InnovAge Holding Corp. Common Stock,Health Care
INO,Inovio Pharmaceuticals Inc. Common Stock,Health Care
INOD,Innodata Inc. Common Stock,Technology
INOV,Inovalon Holdings Inc. Class A Common Stock,Technology
INPX,Inpixon Common Stock,Technology
INS,Intelligent Systems Corporation Common Stock,Technology
INSE,Inspired Entertainment Inc. Common Stock,Technology
INSG,Inseego Corp. Common Stock,Capital Goods
INSI,Insight Select Income Fund,
INSM,Insmed Inc. Common Stock,Health Care
INSP,Inspire Medical Systems Inc. Common Stock,Health Care
INSW,International Seaways Inc. Common Stock ,Consumer Services
INSW^A,International Seaways Inc. 8.50% Senior Notes due June 30 2023,
INT,World Fuel Services Corporation Common Stock,Energy
INTC,Intel Corporation Common Stock,Technology
INTG,Intergroup Corporation (The) Common Stock,Consumer Services
INTT,inTest Corporation Common Stock,Capital Goods
INTU,Intuit Inc. Common Stock,Technology
INTZ,Intrusion Inc. Common Stock,Technology
INUV,Inuvo Inc.,Consumer Services
INVA,Innoviva Inc. Common Stock,Health Care
INVE,Identiv Inc. Common Stock,Technology
INVH,Invitation Homes Inc. Common Stock,Finance
INVO,INVO BioScience Inc. Common Stock,Health Care
INZY,Inozyme Pharma Inc. Common Stock,Health Care
IO,Ion Geophysical Corporation Common Stock,Energy
IONS,Ionis Pharmaceuticals Inc. Common Stock,Health Care
IOR,Income Opportunity Realty Investors Inc. Common Stock,Consumer Services
IOSP,Innospec Inc. Common Stock,Basic Industries
IOVA,Iovance Biotherapeutics Inc. Common Stock,Health Care
IP,International Paper Company Common Stock,Basic Industries
IPA,ImmunoPrecise Antibodies Ltd. Common Stock,Health Care
IPAR,Inter Parfums Inc. Common Stock,Consumer Non-Durables
IPDN,Professional Diversity Network Inc. Common Stock,Technology
IPG,Interpublic Group of Companies Inc. (The) Common Stock,Technology
IPGP,IPG Photonics Corporation Common Stock,Technology
IPHA,Innate Pharma S.A. ADS,Health Care
IPHI,Inphi Corporation Common Stock,Technology
IPI,Intrepid Potash Inc Common Stock,Basic Industries
IPLDP,Interstate Power & Light Company Perp Prd Ser D,Public Utilities
IPOD,Social Capital Hedosophia Holdings Corp. IV Class A Ordinary Shares,Finance
IPOE,Social Capital Hedosophia Holdings Corp. V Class A Ordinary Shares,Finance
IPOF,Social Capital Hedosophia Holdings Corp. VI Class A Ordinary Shares,Finance
IPVIU,InterPrivate IV InfraTech Partners Inc. Units,Finance
IPWR,Ideal Power Inc. Common Stock,Energy
IQ,iQIYI Inc. American Depositary Shares,Consumer Services
IQI,Invesco Quality Municipal Income Trust Common Stock,
IQV,IQVIA Holdings Inc. Common Stock,Health Care
IR,Ingersoll Rand Inc. Common Stock,Technology
IRBT,iRobot Corporation Common Stock,Consumer Durables
IRCP,IRSA Propiedades Comerciales S.A. American Depositary Shares,Consumer Services
IRDM,Iridium Communications Inc Common Stock,Capital Goods
IRIX,IRIDEX Corporation Common Stock,Health Care
IRL,New Ireland Fund Inc (The) Common Stock,
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,Consumer Services
IRMD,iRadimed Corporation Common Stock,Health Care
IROQ,IF Bancorp Inc. Common Stock,Finance
IRR,Voya Natural Resources Equity Income Fund Common Shares of Beneficial Interest,
IRS,IRSA Inversiones Y Representaciones S.A. Common Stock,Consumer Services
IRT,Independence Realty Trust Inc. Common Stock,Consumer Services
IRTC,iRhythm Technologies Inc. Common Stock,Health Care
IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock,Health Care
ISBC,Investors Bancorp Inc. Common Stock,Finance
ISD,PGIM High Yield Bond Fund Inc.,
ISDR,Issuer Direct Corporation Common Stock,Miscellaneous
ISEE,IVERIC bio Inc. Common Stock,Health Care
ISIG,Insignia Systems Inc. Common Stock,Consumer Services
ISLEU,Isleworth Healthcare Acquisition Corporation Unit,Finance
ISNS,Image Sensing Systems Inc. Common Stock,Capital Goods
ISR,IsoRay Inc. Common Stock (DE),Health Care
ISRG,Intuitive Surgical Inc. Common Stock,Health Care
ISSC,Innovative Solutions and Support Inc. Common Stock,Technology
ISTR,Investar Holding Corporation Common Stock,Finance
ISUN,iSun Inc. Common Stock,Technology
ISVL,iShares Trust,
IT,Gartner Inc. Common Stock,Consumer Services
ITAC,Industrial Tech Acquisitions Inc. Class A common stock,Finance
ITACU,Industrial Tech Acquisitions Inc. Unit,Finance
ITACW,Industrial Tech Acquisitions Inc. Warrant,Finance
ITCB,Itau CorpBanca American Depositary Shares (each representing 1500 shares of Common Stock no par value),Finance
ITCI,Intra-Cellular Therapies Inc. Common Stock,Health Care
ITGR,Integer Holdings Corporation Common Stock,Miscellaneous
ITHX,ITHAX Acquisition Corp. Class A Ordinary Shares,Finance
ITHXU,ITHAX Acquisition Corp. Unit,Finance
ITHXW,ITHAX Acquisition Corp. Warrant,Finance
ITI,Iteris Inc. Common Stock,Capital Goods
ITIC,Investors Title Company Common Stock,Finance
ITMR,Itamar Medical Ltd. American Depository Shares,Health Care
ITOS,iTeos Therapeutics Inc. Common Stock,Health Care
ITP,IT Tech Packaging Inc. Common Stock,Consumer Durables
ITQRU,Itiquira Acquisition Corp. Unit,Finance
ITRG,Integra Resources Corp. Common Shares,Basic Industries
ITRI,Itron Inc. Common Stock,Capital Goods
ITRM,Iterum Therapeutics plc Ordinary Share,Health Care
ITRN,Ituran Location and Control Ltd. Ordinary Shares,Technology
ITT,ITT Inc. Common Stock ,Capital Goods
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),Finance
ITW,Illinois Tool Works Inc. Common Stock,Technology
IVA,Inventiva S.A. American Depository Shares,Health Care
IVAC,Intevac Inc. Common Stock,Technology
IVAN,Ivanhoe Capital Acquisition Corp. Class A Ordinary Shares,Finance
IVC,Invacare Corporation Common Stock,Health Care
IVDG,Invesco Focused Discovery Growth ETF,
IVH,Ivy High Income Opportunities Fund Common Shares of Beneficial Interest,
IVLC,Invesco US Large Cap Core ESG ETF,
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,Consumer Services
IVR^A,Invesco Mortgage Capital Inc. Pfd Ser A,
IVR^B,Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg,
IVR^C,INVESCO MORTGAGE CAPITAL INC 7.5% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock Liquation Preference $25.00 per Share,
IVRA,Invesco Real Assets ESG ETF,
IVSG,Invesco Select Growth ETF,
IVZ,Invesco Ltd Common Stock,Finance
IX,Orix Corp Ads Common Stock,Finance
IZEA,IZEA Worldwide Inc. Common Stock,Consumer Services
J,Jacobs Engineering Group Inc. Common Stock,Basic Industries
JACK,Jack In The Box Inc. Common Stock,Consumer Services
JAGX,Jaguar Health Inc. Common Stock,Health Care
JAKK,JAKKS Pacific Inc. Common Stock,Consumer Non-Durables
JAMF,Jamf Holding Corp. Common Stock,Technology
JAN,JanOne Inc. Common Stock (NV),Consumer Services
JANZ,TrueShares Structured Outcome (January) ETF,
JAX,J. Alexander's Holdings Inc. Common Stock,Consumer Services
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),Health Care
JBGS,JBG SMITH Properties Common Shares ,Consumer Services
JBHT,J.B. Hunt Transport Services Inc. Common Stock,Transportation
JBL,Jabil Inc. Common Stock,Technology
JBLU,JetBlue Airways Corporation Common Stock,Transportation
JBSS,John B. Sanfilippo & Son Inc. Common Stock,Consumer Non-Durables
JBT,John Bean Technologies Corporation Common Stock,Technology
JCE,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,
JCI,Johnson Controls International plc Ordinary Share,Consumer Services
JCIC,Jack Creek Investment Corp. Class A Ordinary Shares,Finance
JCICU,Jack Creek Investment Corp. Units,Finance
JCICW,Jack Creek Investment Corp. Warrants,Finance
JCO,Nuveen Credit Opportunities 2022 Target Term Fund Common Shares of Beneficial Interest,
JCOM,j2 Global Inc. Common Stock,Technology
JCS,Communications Systems Inc. Common Stock,Public Utilities
JCTCF,Jewett-Cameron Trading Company Common Shares,Consumer Services
JD,JD.com Inc. American Depositary Shares,Consumer Services
JDD,Nuveen Diversified Dividend and Income Fund Shares of Beneficial Interest,
JEF,Jefferies Financial Group Inc. Common Stock,Finance
JELD,JELD-WEN Holding Inc. Common Stock,Basic Industries
JEMA,J.P. Morgan Exchange-Traded Fund Trust JPMorgan Emerging Markets Equity Core ETF,
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund Common Shares of Beneficial Interest $0.01 par value per share,
JEQ,Aberdeen Japan Equity Fund Inc.  Common Stock,
JFIN,Jiayin Group Inc. American Depositary Shares,Finance
JFR,Nuveen Floating Rate Income Fund Common Stock,
JFU,9F Inc. American Depositary Shares,Finance
JG,Aurora Mobile Limited American Depositary Shares,Technology
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,
JHAA,Nuveen Corporate Income 2023 Target Term Fund,
JHB,Nuveen Corporate Income November 2021 Target Term Fund,
JHG,Janus Henderson Group plc Ordinary Shares,Finance
JHI,John Hancock Investors Trust Common Stock,
JHS,John Hancock Income Securities Trust Common Stock,
JHX,James Hardie Industries plc American Depositary Shares (Ireland),Capital Goods
JIH,Juniper Industrial Holdings Inc. Class A Common Stock,Finance
JILL,J. Jill Inc. Common Stock,Consumer Non-Durables
JJSF,J & J Snack Foods Corp. Common Stock,Consumer Non-Durables
JKHY,Jack Henry & Associates Inc. Common Stock,Technology
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),Technology
JLL,Jones Lang LaSalle Incorporated Common Stock,Finance
JLS,Nuveen Mortgage and Income Fund,
JMIA,Jumia Technologies AG American Depositary Shares each representing two Ordinary Shares,Consumer Services
JMM,Nuveen Multi-Market Income Fund (MA),
JMP,JMP Group LLC Common Shares,Finance
JMPNL,JMP Group LLC 7.25% Senior Notes due 2027,Finance
JMPNZ,JMP Group LLC 6.875% Senior Notes due 2029,Finance
JNCE,Jounce Therapeutics Inc. Common Stock,Health Care
JNJ,Johnson & Johnson Common Stock,Health Care
JNPR,Juniper Networks Inc. Common Stock,Technology
JOAN,JOANN Inc. Common Stock,Consumer Services
JOB,GEE Group Inc. Common Stock,Technology
JOBS,51job Inc. American Depositary Shares,Technology
JOE,St. Joe Company (The) Common Stock,Consumer Services
JOF,Japan Smaller Capitalization Fund Inc Common Stock,
JOFFU,JOFF Fintech Acquisition Corp. Unit,Finance
JOUT,Johnson Outdoors Inc. Class A Common Stock,Consumer Non-Durables
JP,Jupai Holdings Limited American Depositary Shares each representing six ordinary shares,Consumer Services
JPC,Nuveen Preferred & Income Opportunities Fund,
JPI,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,
JPM,JP Morgan Chase & Co. Common Stock,Finance
JPM^C,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 6.00% Non-Cumulative  Preferred Stock Series EE,
JPM^D,J P Morgan Chase & Co Depositary Shares each representing a 1/400th  interest in a share of 5.75% Non-Cumulative  Preferred Stock Series DD,
JPM^G,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 6.10% Non-Cumulative Preferred Stock Series AA,
JPM^H,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 6.15% Non-Cumulative Preferred Stock Series BB,Finance
JPM^J,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock Series GG,Finance
JPM^K,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock Series JJ,
JPS,Nuveen Preferred & Income Securities Fund,
JPT,Nuveen Preferred and Income 2022 Term Fund Common Shares of Beneficial Interest,
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,
JRJC,China Finance Online Co. Limited American Depositary Shares,Finance
JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest,
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,
JRSH,Jerash Holdings (US) Inc. Common Stock,Consumer Non-Durables
JRVR,James River Group Holdings Ltd. Common Shares,Finance
JSD,Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest,
JSM,Navient Corporation 6% Senior Notes due December 15 2043,Finance
JT,Jianpu Technology Inc. American depositary shares,Technology
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund Common Share of Beneficial Interest,
JTD,Nuveen Tax-Advantaged Dividend Growth Fund Common Shares of Beneficial Interest,
JULZ,TrueShares Structured Outcome (July) ETF,
JUPW,Jupiter Wellness Inc. Common Stock,Consumer Non-Durables
JUPWW,Jupiter Wellness Inc. Warrant,Consumer Non-Durables
JVA,Coffee Holding Co. Inc. Common Stock,Consumer Non-Durables
JW/A,John Wiley & Sons Inc.,
JW/B,John Wiley & Sons Inc.,
